COLLISION_ID,Y,M,D,HH,MM,BOROUGH,LATITUDE,LONGITUDE,TRAFFIC STREET,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,DAY OF WEEK
4222609,2019,10,11,16,45,BROOKLYN,40.673397,-73.98279,5 AVENUE,0,0,Friday
4221646,2019,10,11,16,45,QUEENS,40.68081,-73.84521,ROCKAWAY BOULEVARD,0,0,Friday
4221648,2019,10,11,16,45,QUEENS,40.67471,-73.805405,ROCKAWAY BOULEVARD,1,0,Friday
4222206,2019,10,11,16,30,MANHATTAN,40.748512,-73.98872,AVENUE OF THE AMERICAS,0,0,Friday
4221689,2019,10,11,16,0,QUEENS,40.759686,-73.77183,NORTHERN BOULEVARD,0,0,Friday
4221709,2019,10,11,16,45,BROOKLYN,40.670006,-73.95328,ROGERS AVENUE,0,0,Friday
4221888,2019,10,11,16,45,MANHATTAN,40.74345,-73.9882,5 AVENUE,0,0,Friday
4221787,2019,10,11,16,15,BRONX,40.866066,-73.89438,GRAND CONCOURSE,0,0,Friday
4221858,2019,10,11,19,45,MANHATTAN,40.723305,-74.00299,WEST BROADWAY,0,0,Friday
4222827,2019,10,11,19,15,MANHATTAN,40.85533,-73.93332,BROADWAY,0,0,Friday
4222449,2019,10,11,19,45,QUEENS,40.67948,-73.75741,MERRICK BOULEVARD,1,0,Friday
4223092,2019,10,11,19,45,QUEENS,40.679737,-73.76162,MERRICK BOULEVARD,0,0,Friday
4221996,2019,10,11,19,45,QUEENS,40.666172,-73.76265,SOUTH CONDUIT AVENUE,0,0,Friday
4247922,2019,10,11,19,30,BROOKLYN,40.677174,-73.924774,ATLANTIC AVENUE,0,0,Friday
4223119,2019,10,11,7,30,MANHATTAN,40.807335,-73.9644,BROADWAY,0,0,Friday
4221357,2019,10,11,7,15,QUEENS,40.759884,-73.9368,21 STREET,1,0,Friday
4221636,2019,10,11,12,45,QUEENS,40.769333,-73.841736,31 AVENUE,0,0,Friday
4221600,2019,10,11,12,30,QUEENS,40.686302,-73.793915,LINDEN BOULEVARD,0,0,Friday
4221973,2019,10,11,23,0,QUEENS,40.75776,-73.862816,NORTHERN BOULEVARD,0,0,Friday
4222646,2019,10,11,23,0,BROOKLYN,40.678543,-73.949684,ATLANTIC AVENUE,0,0,Friday
4222330,2019,10,11,22,45,BROOKLYN,40.67765,-73.949776,NOSTRAND AVENUE,0,0,Friday
4222416,2019,10,11,22,30,QUEENS,40.746033,-73.93441,QUEENS BOULEVARD,1,0,Friday
4221261,2019,10,11,5,45,BROOKLYN,40.69119,-73.9978,ATLANTIC AVENUE,0,0,Friday
4221498,2019,10,11,5,45,MANHATTAN,40.72179,-73.99986,BROADWAY,0,0,Friday
4221658,2019,10,11,5,30,BROOKLYN,40.67066,-73.957985,FRANKLIN AVENUE,0,0,Friday
4221866,2019,10,11,21,30,MANHATTAN,40.72225,-74.00592,AVENUE OF THE AMERICAS,0,0,Friday
4222147,2019,10,11,21,30,MANHATTAN,40.77818,-73.95655,LEXINGTON AVENUE,0,0,Friday
4224834,2019,10,11,21,0,BROOKLYN,40.65818,-73.92465,CLARKSON AVENUE,1,0,Friday
4221717,2019,10,11,21,30,QUEENS,40.710625,-73.8519,METROPOLITAN AVENUE,0,0,Friday
4221526,2019,10,11,4,30,QUEENS,40.69733,-73.78456,MERRICK BOULEVARD,0,0,Friday
4222280,2019,10,12,14,15,BROOKLYN,40.685436,-73.944336,TOMPKINS AVENUE,0,0,Saturday
4224149,2019,10,12,14,15,MANHATTAN,40.851433,-73.93509,BROADWAY,0,0,Saturday
4222422,2019,10,12,14,30,QUEENS,40.748924,-73.937386,QUEENS BOULEVARD,1,0,Saturday
4222394,2019,10,12,14,15,BROOKLYN,40.66478,-73.88642,NEW LOTS AVENUE,1,0,Saturday
4222151,2019,10,12,14,0,QUEENS,40.70399,-73.85589,WOODHAVEN BOULEVARD,0,0,Saturday
4223206,2019,10,12,23,45,QUEENS,40.65616,-73.76736,ROCKAWAY BOULEVARD,1,1,Saturday
4222074,2019,10,12,23,45,BROOKLYN,40.66169,-73.96143,FLATBUSH AVENUE,0,0,Saturday
4222303,2019,10,12,23,15,QUEENS,40.724434,-73.8693,WOODHAVEN BOULEVARD,0,0,Saturday
4222252,2019,10,12,12,30,BROOKLYN,40.64927,-74.009674,4 AVENUE,0,0,Saturday
4223309,2019,10,12,12,45,MANHATTAN,40.787224,-73.95417,MADISON AVENUE,0,0,Saturday
4221926,2019,10,12,12,45,QUEENS,40.75868,-73.77558,NORTHERN BOULEVARD,0,0,Saturday
4221921,2019,10,12,12,0,QUEENS,40.75796,-73.78567,NORTHERN BOULEVARD,0,0,Saturday
4222271,2019,10,12,19,0,MANHATTAN,40.783245,-73.94473,1 AVENUE,1,0,Saturday
4223023,2019,10,12,19,0,BROOKLYN,40.61617,-73.9546,OCEAN AVENUE,1,0,Saturday
4222126,2019,10,12,19,45,BROOKLYN,40.633995,-73.94778,NOSTRAND AVENUE,2,0,Saturday
4222453,2019,10,12,10,0,QUEENS,40.691666,-73.76239,LINDEN BOULEVARD,1,0,Saturday
4222103,2019,10,12,10,45,QUEENS,40.757946,-73.9099,31 AVENUE,0,0,Saturday
4222153,2019,10,12,10,15,QUEENS,40.725918,-73.89535,69 STREET,0,0,Saturday
4221994,2019,10,12,10,45,BROOKLYN,40.618057,-74.02053,86 STREET,0,0,Saturday
4224526,2019,10,12,10,0,QUEENS,40.742172,-73.910164,QUEENS BOULEVARD,0,0,Saturday
4223273,2019,10,12,10,30,MANHATTAN,40.780064,-73.94705,1 AVENUE,1,0,Saturday
4221822,2019,10,12,1,30,STATEN ISLAND,40.608433,-74.15544,VICTORY BOULEVARD,0,0,Saturday
4222611,2019,10,12,1,45,BROOKLYN,40.677414,-73.98305,4 AVENUE,3,0,Saturday
4222452,2019,10,12,1,45,QUEENS,40.65965,-73.773834,ROCKAWAY BOULEVARD,0,0,Saturday
4222730,2019,10,12,20,45,MANHATTAN,40.78357,-73.94759,2 AVENUE,1,0,Saturday
4222049,2019,10,12,20,30,QUEENS,40.71444,-73.83127,UNION TURNPIKE,0,0,Saturday
4222328,2019,10,12,20,45,BROOKLYN,40.67807,-73.94139,ATLANTIC AVENUE,4,0,Saturday
4222462,2019,10,12,20,30,QUEENS,40.686302,-73.793915,LINDEN BOULEVARD,1,0,Saturday
4222224,2019,10,12,20,15,BROOKLYN,40.718384,-73.95714,BEDFORD AVENUE,0,0,Saturday
4223366,2019,10,12,17,15,MANHATTAN,40.759514,-73.99926,11 AVENUE,0,0,Saturday
4221991,2019,10,12,17,30,BROOKLYN,40.61847,-74.021225,86 STREET,0,0,Saturday
4222272,2019,10,12,17,15,MANHATTAN,40.764786,-73.96844,PARK AVENUE,0,0,Saturday
4221981,2019,10,12,17,45,QUEENS,40.75256,-73.8962,34 AVENUE,0,0,Saturday
4222081,2019,10,12,17,30,QUEENS,40.76132,-73.9171,STEINWAY STREET,0,0,Saturday
4221983,2019,10,12,17,45,QUEENS,40.71549,-73.860634,WOODHAVEN BOULEVARD,2,0,Saturday
4226034,2019,10,12,17,30,MANHATTAN,40.758587,-73.98509,7 AVENUE,0,0,Saturday
4222333,2019,10,12,18,45,BROOKLYN,40.678238,-73.94415,ATLANTIC AVENUE,0,0,Saturday
4224624,2019,10,12,18,30,QUEENS,40.696217,-73.7436,SPRINGFIELD BOULEVARD,0,0,Saturday
4222038,2019,10,12,18,30,BRONX,40.81655,-73.91955,EAST 149 STREET,0,0,Saturday
4222180,2019,10,12,16,30,QUEENS,40.680313,-73.842026,ROCKAWAY BOULEVARD,0,0,Saturday
4222044,2019,10,12,16,30,MANHATTAN,40.79925,-73.93907,3 AVENUE,0,0,Saturday
4221974,2019,10,12,16,15,QUEENS,40.769688,-73.736305,NORTHERN BOULEVARD,0,0,Saturday
4225652,2019,10,12,16,0,BRONX,40.83639,-73.91588,GRAND CONCOURSE,2,0,Saturday
4221997,2019,10,12,16,0,QUEENS,40.665474,-73.74751,SOUTH CONDUIT AVENUE,0,0,Saturday
4221993,2019,10,12,16,0,QUEENS,40.665485,-73.75374,SOUTH CONDUIT AVENUE,0,0,Saturday
4223022,2019,10,12,16,45,BROOKLYN,40.629166,-73.947334,NOSTRAND AVENUE,1,0,Saturday
4221980,2019,10,12,8,45,QUEENS,40.75422,-73.880394,34 AVENUE,0,0,Saturday
4222612,2019,10,12,11,30,BROOKLYN,40.677162,-73.97245,FLATBUSH AVENUE,0,0,Saturday
4221938,2019,10,12,11,45,MANHATTAN,40.7591,-73.99215,9 AVENUE,0,0,Saturday
4222673,2019,10,12,11,15,BROOKLYN,40.62826,-73.99915,13 AVENUE,0,0,Saturday
4225404,2019,10,12,15,15,BROOKLYN,40.644,-73.976585,CHURCH AVENUE,2,1,Saturday
4223037,2019,10,12,15,30,BROOKLYN,40.69119,-73.9978,ATLANTIC AVENUE,1,0,Saturday
4222549,2019,10,12,15,15,QUEENS,40.73821,-73.866486,JUNCTION BOULEVARD,0,0,Saturday
4231169,2019,10,12,15,30,QUEENS,40.748924,-73.937386,QUEENS BOULEVARD,0,0,Saturday
4222774,2019,10,12,9,45,BROOKLYN,40.5916,-73.960686,CONEY ISLAND AVENUE,0,0,Saturday
4221998,2019,10,12,9,15,QUEENS,40.740273,-73.89586,QUEENS BOULEVARD,1,0,Saturday
4222215,2019,10,12,9,30,MANHATTAN,40.75034,-73.983185,5 AVENUE,0,0,Saturday
4221942,2019,10,12,9,30,QUEENS,40.725777,-73.79175,UNION TURNPIKE,0,0,Saturday
4222482,2019,10,12,7,45,BROOKLYN,40.696983,-73.935234,BROADWAY,0,0,Saturday
4222301,2019,10,12,7,15,BRONX,40.844204,-73.89742,3 AVENUE,0,0,Saturday
4222779,2019,10,12,3,15,QUEENS,40.670185,-73.83661,ECKFORD AVENUE,0,0,Saturday
4222008,2019,10,12,5,15,QUEENS,40.739956,-73.89421,QUEENS BOULEVARD,0,0,Saturday
4222754,2019,10,12,0,0,MANHATTAN,40.723274,-73.98846,1 AVENUE,1,0,Saturday
4221771,2019,10,12,0,0,MANHATTAN,40.747917,-73.9736,2 AVENUE,0,0,Saturday
4221777,2019,10,12,0,15,QUEENS,40.707226,-73.804504,HILLSIDE AVENUE,0,0,Saturday
4222284,2019,10,12,0,45,MANHATTAN,40.74581,-74.00554,10 AVENUE,0,0,Saturday
4223014,2019,10,12,0,0,MANHATTAN,40.76531,-73.99134,10 AVENUE,1,0,Saturday
4222193,2019,10,12,22,15,BROOKLYN,40.61533,-74.03152,4 AVENUE,0,0,Saturday
4223060,2019,10,12,13,15,BROOKLYN,40.6904,-73.92365,BROADWAY,0,0,Saturday
4222741,2019,10,12,4,45,BROOKLYN,40.71445,-73.9306,METROPOLITAN AVENUE,1,0,Saturday
4222390,2019,10,12,4,0,BROOKLYN,40.678596,-73.882416,ATLANTIC AVENUE,0,0,Saturday
4222329,2019,10,12,4,0,BROOKLYN,40.674313,-73.95009,NOSTRAND AVENUE,0,0,Saturday
4221828,2019,10,12,4,15,QUEENS,40.763958,-73.82814,NORTHERN BOULEVARD,0,0,Saturday
4222266,2019,10,12,21,15,MANHATTAN,40.764053,-73.96476,3 AVENUE,0,0,Saturday
4222617,2019,10,12,21,15,BROOKLYN,40.681484,-73.97703,5 AVENUE,1,0,Saturday
4222417,2019,10,12,21,0,QUEENS,40.743916,-73.92519,QUEENS BOULEVARD,0,0,Saturday
4221868,2019,10,12,6,45,MANHATTAN,40.723625,-74.00479,AVENUE OF THE AMERICAS,2,0,Saturday
4222686,2019,10,12,2,15,BRONX,40.818558,-73.92732,GRAND CONCOURSE,0,0,Saturday
4222564,2019,10,13,21,45,BROOKLYN,40.61613,-74.00819,14 AVENUE,0,0,Sunday
4223596,2019,10,13,21,15,QUEENS,40.700512,-73.796776,LIBERTY AVENUE,0,0,Sunday
4223034,2019,10,13,21,0,BROOKLYN,40.64333,-73.95973,CORTELYOU ROAD,1,0,Sunday
4223759,2019,10,13,18,15,BROOKLYN,40.696785,-73.95659,PARK AVENUE,0,0,Sunday
4222591,2019,10,13,18,45,BROOKLYN,40.69299,-73.95583,BEDFORD AVENUE,0,0,Sunday
4223373,2019,10,13,18,45,MANHATTAN,40.755867,-73.998215,10 AVENUE,0,0,Sunday
4223087,2019,10,13,18,0,MANHATTAN,40.71523,-74.01334,WEST STREET,0,0,Sunday
4222879,2019,10,13,18,30,MANHATTAN,40.75979,-73.98793,8 AVENUE,0,0,Sunday
4222990,2019,10,13,18,45,BRONX,40.87469,-73.8865,GRAND CONCOURSE,1,0,Sunday
4222778,2019,10,13,18,30,BROOKLYN,40.593807,-73.94062,NOSTRAND AVENUE,0,0,Sunday
4222347,2019,10,13,15,15,QUEENS,40.718605,-73.813774,UNION TURNPIKE,2,0,Sunday
4223382,2019,10,13,15,45,BRONX,40.827812,-73.925934,RIVER AVENUE,1,0,Sunday
4224932,2019,10,13,15,15,BROOKLYN,40.631504,-74.00296,60 STREET,0,0,Sunday
4222429,2019,10,13,15,30,MANHATTAN,40.748985,-73.979965,PARK AVENUE,1,0,Sunday
4223847,2019,10,13,15,15,BROOKLYN,40.69479,-73.954315,MYRTLE AVENUE,0,0,Sunday
4222305,2019,10,13,2,15,QUEENS,40.72293,-73.847336,QUEENS BOULEVARD,0,0,Sunday
4222135,2019,10,13,2,15,QUEENS,40.702595,-73.8553,WOODHAVEN BOULEVARD,1,0,Sunday
4222249,2019,10,13,12,30,QUEENS,40.763893,-73.915,STEINWAY STREET,1,0,Sunday
4222689,2019,10,13,12,45,BRONX,40.814934,-73.91496,EAST 149 STREET,1,0,Sunday
4223549,2019,10,13,12,45,QUEENS,40.702595,-73.8553,WOODHAVEN BOULEVARD,0,0,Sunday
4222436,2019,10,13,0,30,BROOKLYN,40.642384,-73.92539,KINGS HIGHWAY,0,0,Sunday
4222060,2019,10,13,0,0,QUEENS,40.71347,-73.91567,FLUSHING AVENUE,0,0,Sunday
4222335,2019,10,13,0,45,MANHATTAN,40.74026,-73.990524,5 AVENUE,0,0,Sunday
4224001,2019,10,13,0,0,MANHATTAN,40.853714,-73.92681,AMSTERDAM AVENUE,0,0,Sunday
4222314,2019,10,13,0,30,MANHATTAN,40.861935,-73.92078,10 AVENUE,0,0,Sunday
4222066,2019,10,13,0,15,BROOKLYN,40.64944,-73.96308,CHURCH AVENUE,2,0,Sunday
4223583,2019,10,13,0,15,BRONX,40.833588,-73.91498,EAST 167 STREET,0,0,Sunday
4225687,2019,10,13,13,15,MANHATTAN,40.785027,-73.980675,WEST END AVENUE,0,0,Sunday
4223402,2019,10,13,13,45,QUEENS,40.722622,-73.89368,69 STREET,0,0,Sunday
4222295,2019,10,13,13,15,MANHATTAN,40.784042,-73.9565,MADISON AVENUE,0,0,Sunday
4223089,2019,10,13,20,15,MANHATTAN,40.725937,-74.01103,CANAL STREET,1,0,Sunday
4223117,2019,10,13,20,0,MANHATTAN,40.78775,-73.947464,3 AVENUE,1,0,Sunday
4223043,2019,10,13,20,0,BROOKLYN,40.688614,-73.989174,ATLANTIC AVENUE,0,0,Sunday
4223002,2019,10,13,20,0,MANHATTAN,40.751442,-73.97606,LEXINGTON AVENUE,0,0,Sunday
4226718,2019,10,13,8,15,BROOKLYN,40.637817,-73.97956,CORTELYOU ROAD,1,0,Sunday
4222854,2019,10,13,8,45,MANHATTAN,40.764053,-73.99225,10 AVENUE,0,0,Sunday
4222489,2019,10,13,17,15,QUEENS,40.67243,-73.75637,SPRINGFIELD BOULEVARD,0,0,Sunday
4223042,2019,10,13,17,15,BROOKLYN,40.686928,-73.98484,ATLANTIC AVENUE,0,0,Sunday
4222513,2019,10,13,4,30,MANHATTAN,40.839867,-73.94064,BROADWAY,0,0,Sunday
4223230,2019,10,13,6,45,QUEENS,40.666714,-73.75156,225 STREET,1,0,Sunday
4222815,2019,10,13,19,45,QUEENS,40.70417,-73.81538,HILLSIDE AVENUE,1,0,Sunday
4222749,2019,10,13,19,0,QUEENS,40.696136,-73.85284,WOODHAVEN BOULEVARD,0,0,Sunday
4224487,2019,10,13,19,45,BROOKLYN,40.610165,-73.92289,FLATBUSH AVENUE,0,0,Sunday
4222473,2019,10,13,19,15,BROOKLYN,40.63201,-74.01318,8 AVENUE,1,0,Sunday
4222747,2019,10,13,16,15,MANHATTAN,40.7274,-73.98855,2 AVENUE,0,0,Sunday
4222427,2019,10,13,16,15,BROOKLYN,40.607243,-73.98726,AVENUE P,0,0,Sunday
4223028,2019,10,13,16,45,BROOKLYN,40.616486,-73.951706,AVENUE N,0,0,Sunday
4236817,2019,10,13,1,0,MANHATTAN,40.8317,-73.935394,8 AVENUE,0,0,Sunday
4222484,2019,10,13,11,30,QUEENS,40.735764,-73.715645,HILLSIDE AVENUE,0,0,Sunday
4223704,2019,10,13,22,45,QUEENS,40.744244,-73.82954,59 AVENUE,0,0,Sunday
4222999,2019,10,13,22,0,BRONX,40.861347,-73.897736,GRAND CONCOURSE,0,0,Sunday
4222576,2019,10,13,22,0,MANHATTAN,40.820293,-73.94378,8 AVENUE,0,0,Sunday
4223132,2019,10,13,22,45,MANHATTAN,40.72032,-73.99404,BOWERY,0,0,Sunday
4223272,2019,10,13,22,45,MANHATTAN,40.767914,-73.966156,PARK AVENUE,0,0,Sunday
4222835,2019,10,13,22,0,MANHATTAN,40.866447,-73.9305,RIVERSIDE DRIVE,0,0,Sunday
4222307,2019,10,13,14,45,QUEENS,40.71042,-73.85964,WOODHAVEN BOULEVARD,0,0,Sunday
4222515,2019,10,13,14,15,MANHATTAN,40.83473,-73.940674,AMSTERDAM AVENUE,0,0,Sunday
4222431,2019,10,13,14,0,BROOKLYN,40.66827,-73.90263,SUTTER AVENUE,0,0,Sunday
4222469,2019,10,13,14,15,QUEENS,40.665474,-73.74751,SOUTH CONDUIT AVENUE,0,0,Sunday
4223640,2019,10,13,14,0,QUEENS,40.677925,-73.75486,SPRINGFIELD BOULEVARD,0,0,Sunday
4222729,2019,10,13,14,30,QUEENS,40.69366,-73.85217,WOODHAVEN BOULEVARD,4,0,Sunday
4222765,2019,10,13,10,30,BROOKLYN,40.60566,-73.966965,KINGS HIGHWAY,1,0,Sunday
4222343,2019,10,13,10,0,BROOKLYN,40.656437,-73.94727,NEW YORK AVENUE,2,0,Sunday
4226644,2019,10,13,10,0,MANHATTAN,40.729427,-73.97801,EAST 14 STREET,0,0,Sunday
4224838,2019,10,13,10,45,BROOKLYN,40.656303,-73.93572,CLARKSON AVENUE,0,0,Sunday
4222613,2019,10,13,3,45,QUEENS,40.69125,-73.85087,WOODHAVEN BOULEVARD,0,0,Sunday
4222700,2019,10,13,9,45,QUEENS,40.69366,-73.85217,WOODHAVEN BOULEVARD,0,0,Sunday
4222619,2019,10,13,23,15,BROOKLYN,40.68405,-73.97746,FLATBUSH AVENUE,0,0,Sunday
4224644,2019,10,13,23,30,MANHATTAN,40.723648,-73.99103,CHRYSTIE STREET,0,0,Sunday
4222437,2019,10,13,5,0,BROOKLYN,40.644424,-73.9489,CORTELYOU ROAD,0,0,Sunday
4223380,2019,10,14,9,45,BROOKLYN,40.632885,-73.94771,NOSTRAND AVENUE,0,0,Monday
4223557,2019,10,14,13,0,BROOKLYN,40.677773,-73.93587,ATLANTIC AVENUE,1,0,Monday
4223859,2019,10,14,13,15,BROOKLYN,40.67553,-73.90163,ATLANTIC AVENUE,1,0,Monday
4223787,2019,10,14,13,45,BROOKLYN,40.68871,-73.95499,BEDFORD AVENUE,1,0,Monday
4223270,2019,10,14,19,45,BROOKLYN,40.610214,-73.94371,NOSTRAND AVENUE,1,0,Monday
4223211,2019,10,14,18,45,QUEENS,40.72416,-73.754974,HILLSIDE AVENUE,0,0,Monday
4223214,2019,10,14,15,30,QUEENS,40.65616,-73.76736,ROCKAWAY BOULEVARD,0,0,Monday
4223265,2019,10,14,15,30,MANHATTAN,40.7711,-73.96594,MADISON AVENUE,0,0,Monday
4223683,2019,10,14,22,15,STATEN ISLAND,40.608913,-74.15308,VICTORY BOULEVARD,5,0,Monday
4223337,2019,10,14,22,45,BROOKLYN,40.676594,-73.89038,ATLANTIC AVENUE,0,0,Monday
4223292,2019,10,14,22,30,QUEENS,40.67461,-73.80428,ROCKAWAY BOULEVARD,0,0,Monday
4223069,2019,10,14,7,45,MANHATTAN,40.8188,-73.95603,BROADWAY,0,0,Monday
4223560,2019,10,14,16,0,MANHATTAN,40.815975,-73.94322,7 AVENUE,0,0,Monday
4223451,2019,10,14,16,0,MANHATTAN,40.760456,-73.98374,7 AVENUE,0,0,Monday
4223178,2019,10,14,16,15,MANHATTAN,40.760254,-73.967545,3 AVENUE,0,0,Monday
4223274,2019,10,14,16,30,BROOKLYN,40.60095,-73.93716,AVENUE U,1,0,Monday
4223516,2019,10,14,11,30,MANHATTAN,40.81588,-73.96056,RIVERSIDE DRIVE,0,0,Monday
4223067,2019,10,14,11,0,MANHATTAN,40.796642,-73.96848,AMSTERDAM AVENUE,0,0,Monday
4223297,2019,10,14,11,0,QUEENS,40.734375,-73.87342,QUEENS BOULEVARD,2,0,Monday
4223149,2019,10,14,11,30,QUEENS,40.740273,-73.89586,QUEENS BOULEVARD,0,0,Monday
4223151,2019,10,14,17,0,QUEENS,40.736496,-73.909225,58 STREET,0,0,Monday
4223154,2019,10,14,17,30,QUEENS,40.74074,-73.90779,58 STREET,0,0,Monday
4227103,2019,10,14,17,30,BROOKLYN,40.678158,-73.90862,FULTON STREET,0,0,Monday
4223267,2019,10,14,12,45,BROOKLYN,40.590633,-73.94976,OCEAN AVENUE,0,0,Monday
4223360,2019,10,14,12,15,MANHATTAN,40.74135,-73.981316,3 AVENUE,0,0,Monday
4222963,2019,10,14,6,30,QUEENS,40.657875,-73.77051,ROCKAWAY BOULEVARD,1,0,Monday
4223294,2019,10,14,5,30,QUEENS,40.733536,-73.87035,QUEENS BOULEVARD,0,0,Monday
4224836,2019,10,15,17,15,BROOKLYN,40.65434,-73.94704,NEW YORK AVENUE,0,0,Tuesday
4226474,2019,10,15,17,45,QUEENS,40.76769,-73.93619,VERNON BOULEVARD,0,0,Tuesday
4224162,2019,10,15,17,15,BROOKLYN,40.673107,-73.99959,BROOKLYN QUEENS EXPRESSWAY,1,0,Tuesday
4225014,2019,10,15,17,45,BROOKLYN,40.71976,-73.94476,BROOKLYN QUEENS EXPRESSWAY,1,0,Tuesday
4223587,2019,10,15,8,15,BRONX,40.835396,-73.92031,EAST 167 STREET,0,0,Tuesday
4223500,2019,10,15,8,0,BROOKLYN,40.66919,-73.99682,HAMILTON AVENUE,0,0,Tuesday
4223502,2019,10,15,5,45,BROOKLYN,40.6687,-73.9965,HAMILTON AVENUE,0,0,Tuesday
4223879,2019,10,15,16,45,BROOKLYN,40.680016,-73.87743,ATLANTIC AVENUE,0,0,Tuesday
4223702,2019,10,15,16,45,BROOKLYN,40.7067,-73.95292,BROADWAY,0,0,Tuesday
4223815,2019,10,15,16,0,MANHATTAN,40.79157,-73.94469,3 AVENUE,0,0,Tuesday
4224396,2019,10,15,16,30,BROOKLYN,40.68342,-73.982,3 AVENUE,0,0,Tuesday
4227076,2019,10,15,16,0,BROOKLYN,40.678276,-73.910805,FULTON STREET,0,0,Tuesday
4223905,2019,10,15,16,45,MANHATTAN,40.732925,-74.00007,AVENUE OF THE AMERICAS,0,0,Tuesday
4223806,2019,10,15,12,0,BROOKLYN,40.573326,-74.002556,SURF AVENUE,0,0,Tuesday
4223445,2019,10,15,7,45,MANHATTAN,40.762962,-73.97188,MADISON AVENUE,0,0,Tuesday
4223742,2019,10,15,7,0,MANHATTAN,40.77246,-73.96705,5 AVENUE,0,0,Tuesday
4223798,2019,10,15,9,0,BROOKLYN,40.583485,-73.9601,CONEY ISLAND AVENUE,0,0,Tuesday
4223486,2019,10,15,9,45,QUEENS,40.65965,-73.773834,ROCKAWAY BOULEVARD,0,0,Tuesday
4224561,2019,10,15,9,15,MANHATTAN,40.806705,-73.96486,BROADWAY,0,0,Tuesday
4224113,2019,10,15,9,0,MANHATTAN,40.800556,-73.94021,LEXINGTON AVENUE,1,0,Tuesday
4227020,2019,10,15,9,15,BROOKLYN,40.69919,-73.91469,MYRTLE AVENUE,0,0,Tuesday
4224917,2019,10,15,14,30,BROOKLYN,40.64504,-73.99963,8 AVENUE,0,0,Tuesday
4223846,2019,10,15,14,30,BROOKLYN,40.678574,-74.00358,HAMILTON AVENUE,0,0,Tuesday
4226957,2019,10,15,14,0,QUEENS,40.753048,-73.89155,34 AVENUE,1,0,Tuesday
4224014,2019,10,15,22,15,QUEENS,40.734375,-73.87342,QUEENS BOULEVARD,0,0,Tuesday
4225538,2019,10,15,22,15,MANHATTAN,40.722977,-74.005066,AVENUE OF THE AMERICAS,1,0,Tuesday
4224500,2019,10,15,15,30,MANHATTAN,40.797867,-73.96758,AMSTERDAM AVENUE,0,0,Tuesday
4223865,2019,10,15,15,45,BROOKLYN,40.680016,-73.87743,ATLANTIC AVENUE,2,0,Tuesday
4223607,2019,10,15,15,30,BRONX,40.834507,-73.91772,EAST 167 STREET,0,0,Tuesday
4224006,2019,10,15,15,30,MANHATTAN,40.848938,-73.93708,BROADWAY,0,0,Tuesday
4224853,2019,10,15,15,30,BROOKLYN,40.653873,-74.008156,3 AVENUE,0,0,Tuesday
4223880,2019,10,15,13,45,BROOKLYN,40.675785,-73.90269,ATLANTIC AVENUE,0,0,Tuesday
4223752,2019,10,15,13,45,BRONX,40.830738,-73.9105,EAST 167 STREET,1,0,Tuesday
4224011,2019,10,15,13,30,MANHATTAN,40.718143,-73.993835,GRAND STREET,0,0,Tuesday
4226803,2019,10,15,10,0,MANHATTAN,40.76685,-73.95376,YORK AVENUE,0,0,Tuesday
4223554,2019,10,15,10,45,BROOKLYN,40.688625,-73.93618,LEWIS AVENUE,2,0,Tuesday
4223450,2019,10,15,10,0,MANHATTAN,40.763645,-73.97769,AVENUE OF THE AMERICAS,0,0,Tuesday
4224704,2019,10,15,21,45,BROOKLYN,40.64854,-73.924255,KINGS HIGHWAY,0,0,Tuesday
4223772,2019,10,15,19,45,MANHATTAN,40.815685,-73.9583,BROADWAY,1,0,Tuesday
4223653,2019,10,15,19,30,QUEENS,40.70975,-73.79562,HILLSIDE AVENUE,1,0,Tuesday
4224098,2019,10,15,19,15,QUEENS,40.707714,-73.802795,HILLSIDE AVENUE,0,0,Tuesday
4223341,2019,10,15,6,45,BROOKLYN,40.723335,-73.93888,BROOKLYN QUEENS EXPRESSWAY,0,0,Tuesday
4226545,2019,10,15,6,15,BROOKLYN,40.689133,-73.951324,NOSTRAND AVENUE,0,0,Tuesday
4223458,2019,10,15,6,45,QUEENS,40.750965,-73.94027,CRESCENT STREET,0,0,Tuesday
4223779,2019,10,15,23,0,BROOKLYN,40.69334,-73.96689,MYRTLE AVENUE,1,0,Tuesday
4223783,2019,10,15,23,45,BROOKLYN,40.68405,-73.97746,ATLANTIC AVENUE,0,0,Tuesday
4223697,2019,10,15,23,30,BROOKLYN,40.709442,-73.9607,BROADWAY,1,0,Tuesday
4223797,2019,10,15,23,45,MANHATTAN,40.74915,-73.98828,AVENUE OF THE AMERICAS,1,0,Tuesday
4223306,2019,10,15,4,30,BROOKLYN,40.688614,-73.989174,ATLANTIC AVENUE,0,0,Tuesday
4224076,2019,10,15,1,45,BROOKLYN,40.677338,-73.927536,ATLANTIC AVENUE,1,0,Tuesday
4224053,2019,10,16,12,0,QUEENS,40.70918,-73.81916,QUEENS BOULEVARD,0,0,Wednesday
4224154,2019,10,16,12,15,MANHATTAN,40.776318,-73.962135,MADISON AVENUE,1,0,Wednesday
4225221,2019,10,16,12,45,MANHATTAN,40.79167,-73.95093,MADISON AVENUE,1,0,Wednesday
4225787,2019,10,16,12,0,BROOKLYN,40.68532,-73.98071,ATLANTIC AVENUE,0,0,Wednesday
